rule_id,category,requirement_summary,requirement_level,source_id,source_filename,source_authority,source_locator,source_text_paraphrase,exact_numeric_value,unit,applies_to,implementation_layer,automatic_or_manual,validation_method,phase2_5_target_step,conflict_group,status,notes
"HFUT-FMT-023","MATHEMATICAL_EXPRESSIONS","公式编号位置、正文引用、公式后标点、长公式换行和精确字体未由提取文字可靠给出","PENDING_VERIFICATION","HFUT_FMT_DOC","《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 2 公式示例; P030-P035","公式本体在纯文本中丢失，仅残留编号","","","equations","MATHTYPE_MANUAL","MANUAL","controlled DOCX conversion and Windows visual comparison","STEP_3","","STYLE_EMBEDDED_PENDING_STEP3","不得由残留编号反推排版参数"
"HFUT-FMT-024","FIGURE","附图连续编号、先文后图，图上下各空1行","MANDATORY","HFUT_FMT_DOC","《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 3.1 插图; P040","附件明确图序、出现次序和上下空行","1","line above and below","all figures","WORD_MANUAL","MANUAL","figure-order and paragraph-spacing review","WINDOWS_WORD_REVIEW","","TEXTUALLY_EXPLICIT_REQUIREMENT",""
"HFUT-FMT-025","FIGURE","图中文字为六号宋体","MANDATORY","HFUT_FMT_DOC","《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 3.1 插图; P040","附件笼统给出图中文字字号字体","六号","font size","figure text","WORD_MANUAL","MANUAL","figure object inspection","STEP_7","CG-FIG-TEXT-SIZE","TEXTUALLY_EXPLICIT_REQUIREMENT","插图附件对Visio图给出8 pt，需按图类型核对"
"HFUT-FMT-026","FIGURE","曲线图建议用Origin并复制页面插入Word；不得截图或生成图片插入","MANDATORY","HFUT_FMT_DOC","《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 3.1 插图; P041","Origin是建议；禁止截图或图片化是明确禁止项","","","curve plots","ORIGIN_MANUAL","MANUAL","Word object/editability inspection","STEP_7","","TEXTUALLY_EXPLICIT_REQUIREMENT","工具偏好本身在HFUT-FIG-004单列为RECOMMENDED；本条聚焦插入限制"
"HFUT-FMT-027","TABLE","表格采用三线表、文表呼应且先文后表","MANDATORY","HFUT_FMT_DOC","《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 3.2 表格; P048","附件明确表型和出现次序","3","rules","all tables","POST_BUILD_OOXML","HYBRID","table order and OOXML border validation","DOCX_POSTPROCESS","","TEXTUALLY_EXPLICIT_REQUIREMENT",""
"HFUT-FMT-028","GENERAL_MANUSCRIPT","页面尺寸、页边距、分栏、段距、首行缩进及正文行距可能依赖DOC嵌入样式","PENDING_VERIFICATION","HFUT_FMT_DOC","《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","full normalized text P001-P135","纯文本未出现这些精确参数","","","document layout","REFERENCE_DOCX","HYBRID","Step 3 DOCX XML/style inspection","STEP_3","","STYLE_EMBEDDED_PENDING_STEP3","不依据成刊样例估算"
"HFUT-FMT-029","HEADING_BODY","正文通用标点、数字书写和外文字母细则未在提取文字中完整给出","PENDING_VERIFICATION","HFUT_FMT_DOC","《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","full normalized text P001-P135","除量、单位和正斜体外未形成完整通用标点与数字规则","","","body punctuation; numerals; foreign letters","NOT_YET_DECIDED","HYBRID","Step 3 review and cited-standard verification","STEP_3","","PENDING_VERIFICATION","不得以参考文献示例标点替代正文通用规则"
"HFUT-FIG-001","FIGURE","插图排版可参考CY/T 171—2019和GB/T 7713.2—2022","RECOMMENDED","HFUT_FIG_DOC","《合肥工业大学学报（自然科学版）》插图要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 1 插图要求; P003","附件使用可以参考描述两项规范","CY/T 171—2019;GB/T 7713.2—2022","standard identifiers","all figures","WORD_MANUAL","MANUAL","standards availability and figure review","STEP_7","","TEXTUALLY_EXPLICIT_REQUIREMENT","标准正文不在当前提取范围"
"HFUT-FIG-002","FIGURE","单栏图宽不大于7.5 cm，通栏图宽不大于16.0 cm","MANDATORY","HFUT_FIG_DOC","《合肥工业大学学报（自然科学版）》插图要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 1 插图要求; P004","附件明确两类图宽上限","7.5;16.0","cm maximum","single-column and full-width figures","POST_BUILD_OOXML","HYBRID","OOXML extent check and Word ruler review","DOCX_POSTPROCESS","","TEXTUALLY_EXPLICIT_REQUIREMENT",""
"HFUT-FIG-003","FIGURE","图中汉字用宋体，字母和数字用Times New Roman","MANDATORY","HFUT_FIG_DOC","《合肥工业大学学报（自然科学版）》插图要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 1 插图要求; P004","附件明确图中文字字体分工","","","figure text","ORIGIN_MANUAL","MANUAL","editable figure text inspection","STEP_7","","TEXTUALLY_EXPLICIT_REQUIREMENT",""
"HFUT-FIG-004","FIGURE","满足宽度后Visio图使用8 pt，其他图中文字相当于Word六号","MANDATORY","HFUT_FIG_DOC","《合肥工业大学学报（自然科学版）》插图要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 1 插图要求; P004","附件给出按图类型区分的字号","8;六号","pt;Word font size","figure text","VISIO_MANUAL","MANUAL","Word/Visio object font inspection","STEP_7","CG-FIG-TEXT-SIZE","TEXTUALLY_EXPLICIT_REQUIREMENT","与排版附件笼统六号要求按图类型解释，仍需Step 3视觉确认"
"HFUT-FIG-005","FIGURE","曲线图建议使用Origin绘制并以复制页面方式插入Word","RECOMMENDED","HFUT_FIG_DOC","《合肥工业大学学报（自然科学版）》插图要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 1 插图要求; P005","附件明确建议Origin工作流","","","curve plots","ORIGIN_MANUAL","MANUAL","source-object and insertion-method review","STEP_7","","TEXTUALLY_EXPLICIT_REQUIREMENT",""
"HFUT-FIG-006","FIGURE","曲线图不得截图或生成图片插入；须含曲线、坐标轴、刻度、数值、量和单位并删除底纹底色","MANDATORY","HFUT_FIG_DOC","《合肥工业大学学报（自然科学版）》插图要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 1 插图要求; P005","附件对曲线图组成、背景和可编辑插入作强制规定","","","curve plots","ORIGIN_MANUAL","MANUAL","plot content and Word object inspection","STEP_7","","TEXTUALLY_EXPLICIT_REQUIREMENT",""
"HFUT-FIG-007","FIGURE","流程图和框图使用Visio并复制到Word，不能生成图片","MANDATORY","HFUT_FIG_DOC","《合肥工业大学学报（自然科学版）》插图要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 1 插图要求; P006","附件直接指定流程图和框图工作流","","","flowcharts and block diagrams","VISIO_MANUAL","MANUAL","editable-object inspection in Word","STEP_7","","TEXTUALLY_EXPLICIT_REQUIREMENT",""
"HFUT-FIG-008","FIGURE","其他含文字图片在Visio中编辑文字、数字和字母，整图复制到Word且不能生成图片","MANDATORY","HFUT_FIG_DOC","《合肥工业大学学报（自然科学版）》插图要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 1 插图要求; P007","附件要求含文字图的可编辑Visio工作流","","","other figures containing text","VISIO_MANUAL","MANUAL","editable-object and text-layer inspection","STEP_7","","TEXTUALLY_EXPLICIT_REQUIREMENT","适用边界需结合具体图型人工判断"
"HFUT-FIG-009","FIGURE","文图呼应并先文后图","MANDATORY","HFUT_FIG_DOC","《合肥工业大学学报（自然科学版）》插图要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 1 插图要求; P008","正文先引用后出现图","","","all figures","MARKDOWN_SOURCE","HYBRID","cross-reference order scan","SOURCE_WRITING","","TEXTUALLY_EXPLICIT_REQUIREMENT",""
"HFUT-FIG-010","FIGURE","附图全文连续编号；子图用(a)、(b)、(c)等编号，正文引用形式如图1a","MANDATORY","HFUT_FIG_DOC","《合肥工业大学学报（自然科学版）》插图要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 1 插图要求; P009","附件明确主图、子图编号和正文引用形式","(a);(b);(c)","label pattern","all figures and subfigures","MARKDOWN_SOURCE","HYBRID","sequence and cross-reference validation","STEP_6","","TEXTUALLY_EXPLICIT_REQUIREMENT","子图题仅在需要时添加"
"HFUT-FIG-011","FIGURE","坐标轴标明物理量名称和国际标准单位，刻度线朝内；变量斜体、单位正体并用斜杠分隔，组合单位和角度单位加括号","MANDATORY","HFUT_FIG_DOC","《合肥工业大学学报（自然科学版）》插图要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 2 example 2; P015","示例说明段使用一定要和必须，包含完整轴标规则","","","coordinate plots","ORIGIN_MANUAL","MANUAL","axis-by-axis visual review","STEP_7","","TEXTUALLY_EXPLICIT_REQUIREMENT",""
"HFUT-FIG-012","FIGURE","柱状图应给出标目","MANDATORY","HFUT_FIG_DOC","《合肥工业大学学报（自然科学版）》插图要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 2 example 2; P016","附件要求柱状图给出实验组别等标目","","","bar charts","ORIGIN_MANUAL","MANUAL","bar-chart label review","STEP_7","","TEXTUALLY_EXPLICIT_REQUIREMENT",""
"HFUT-FIG-013","FIGURE","含变量图区分正斜体和标量矢量；向量矩阵字母粗体，说明性下标正体","MANDATORY","HFUT_FIG_DOC","《合肥工业大学学报（自然科学版）》插图要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 2 example 4; P024","附件明确图内数学符号样式","","","figures containing variables","VISIO_MANUAL","MANUAL","symbol-style inspection","STEP_7","","TEXTUALLY_EXPLICIT_REQUIREMENT",""
"HFUT-FIG-014","FIGURE","构造图和装配图尺寸须标单位；共同单位置右下角或左下角并写作单位：××","MANDATORY","HFUT_FIG_DOC","《合肥工业大学学报（自然科学版）》插图要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 2 example 5; P027","附件明确尺寸单位及共同单位位置","","","dimensioned construction or assembly figures","VISIO_MANUAL","MANUAL","dimension-label visual review","STEP_7","","TEXTUALLY_EXPLICIT_REQUIREMENT","当前F1是否属于此图型在制图时判断"
"HFUT-FIG-015","FIGURE","仿真云图色标上方标注参数名及其单位","MANDATORY","HFUT_FIG_DOC","《合肥工业大学学报（自然科学版）》插图要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 2 example 8; P037","附件明确仿真彩色色标的参数和单位","","","simulation contour maps","ORIGIN_MANUAL","MANUAL","colorbar annotation review","STEP_7","","TEXTUALLY_EXPLICIT_REQUIREMENT","当前计划无仿真云图"
"HFUT-FIG-016","FIGURE","地图相关制作、审图号、底图声明、指北和比例尺要求对当前论文不适用","NOT_APPLICABLE","HFUT_FIG_DOC","《合肥工业大学学报（自然科学版）》插图要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 2 example 9; P041-P048","附件规定地图来源、边界、审图声明、指北和比例尺","","","maps","WORD_MANUAL","MANUAL","confirm final figure inventory contains no maps","FINAL_SUBMISSION_REVIEW","","NOT_APPLICABLE_CURRENT_PAPER","若后续新增地图必须重新启用并逐条检查"
"HFUT-FIG-017","FIGURE","图题六号黑体且居中仅由示例标注，尚未确认是否为通用强制样式","EXAMPLE_ONLY","HFUT_FIG_DOC","《合肥工业大学学报（自然科学版）》插图要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 2 example 1; P013","示例图题括注六号黑体居中","六号","font size","figure captions","REFERENCE_DOCX","MANUAL","Step 3 style comparison","STEP_3","","VISUAL_EXAMPLE_ONLY","不得仅凭示例升级为MANDATORY"
"HFUT-FIG-018","FIGURE","插图具体文件格式、分辨率、DPI、颜色模式和通用线宽未在提取文字中给出","PENDING_VERIFICATION","HFUT_FIG_DOC","《合肥工业大学学报（自然科学版）》插图要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","full normalized text P001-P050","未检出这些参数","","","all figures","NOT_YET_DECIDED","HYBRID","Step 3 embedded-object/style analysis and journal confirmation","STEP_3","","PENDING_VERIFICATION","不得从成刊PDF像素估算"
"HFUT-FIG-019","FIGURE","地质图示例末尾正文称图11但图题提取为图9","PENDING_VERIFICATION","HFUT_FIG_DOC","《合肥工业大学学报（自然科学版）》插图要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 2 example 9; P049-P050","同一示例的图号不一致","11;9","figure number","geological-map example","WORD_MANUAL","MANUAL","controlled visual check of original DOC","STEP_3","CG-FIG-EXAMPLE-NUMBER","PENDING_WINDOWS_VISUAL_CHECK","当前论文无地图；不得复制示例编号"
"HFUT-FIG-020","FIGURE","图例样式、中英文图题是否同时需要及其精确格式未在提取文字中明确","PENDING_VERIFICATION","HFUT_FIG_DOC","《合肥工业大学学报（自然科学版）》插图要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","full normalized text P001-P050","仅见中文图题示例，未检出通用图例或双语图题规则","","","figure legends and captions","NOT_YET_DECIDED","MANUAL","Step 3 visual/style analysis and journal confirmation","STEP_3","","PENDING_VERIFICATION","不得由两篇成刊论文反推作者稿要求"
"HFUT-TBL-001","TABLE","表格排版可参考CY/T 170—2019和GB/T 7713.2—2022","RECOMMENDED","HFUT_TABLE_DOC","《合肥工业大学学报（自然科学版）》表格要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 一 表格要求; P003","附件使用可以参考描述两项规范","CY/T 170—2019;GB/T 7713.2—2022","standard identifiers","all tables","WORD_MANUAL","MANUAL","standards availability and table review","STEP_7","","TEXTUALLY_EXPLICIT_REQUIREMENT",""
"HFUT-TBL-002","TABLE","文表呼应并先文后表","MANDATORY","HFUT_TABLE_DOC","《合肥工业大学学报（自然科学版）》表格要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 一 表格要求; P004","正文先引用再放置表格","","","all tables","MARKDOWN_SOURCE","HYBRID","cross-reference order scan","SOURCE_WRITING","","TEXTUALLY_EXPLICIT_REQUIREMENT",""
"HFUT-TBL-003","TABLE","表格全文连续编号且一律使用三线表","MANDATORY","HFUT_TABLE_DOC","《合肥工业大学学报（自然科学版）》表格要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 一 表格要求; P005","附件规定连续表号和三线表","3","rules","all tables","POST_BUILD_OOXML","HYBRID","table sequence and OOXML border inspection","DOCX_POSTPROCESS","","TEXTUALLY_EXPLICIT_REQUIREMENT",""
"HFUT-TBL-004","TABLE","三线表顶线和底线为1磅，次线为0.5磅","MANDATORY","HFUT_TABLE_DOC","《合肥工业大学学报（自然科学版）》表格要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 一 表格要求; P005","附件给出三条线精确线宽","1;0.5","pt","all tables","POST_BUILD_OOXML","HYBRID","OOXML border width check and Word review","DOCX_POSTPROCESS","","TEXTUALLY_EXPLICIT_REQUIREMENT",""
"HFUT-TBL-005","TABLE","表中汉字用六号宋体，字母和数字用六号Times New Roman","MANDATORY","HFUT_TABLE_DOC","《合肥工业大学学报（自然科学版）》表格要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 一 表格要求; P006","附件明确表内字体和字号","六号","font size","table body and headers","REFERENCE_DOCX","HYBRID","DOCX run-font inspection plus Word review","STEP_4","","TEXTUALLY_EXPLICIT_REQUIREMENT","复杂表格可能需POST_BUILD_OOXML或WORD_MANUAL"
"HFUT-TBL-006","TABLE","栏目同时表示量与单位时采用量符号或名称/单位符号格式，组合单位加括号","MANDATORY","HFUT_TABLE_DOC","《合肥工业大学学报（自然科学版）》表格要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 一 表格要求; P007","附件明确表头量与单位书写形式","","","quantity-and-unit table headers","MARKDOWN_SOURCE","HYBRID","header syntax scan and manual symbol review","SOURCE_WRITING","","TEXTUALLY_EXPLICIT_REQUIREMENT",""
"HFUT-TBL-007","TABLE","每一栏必须有准确栏目名称","MANDATORY","HFUT_TABLE_DOC","《合肥工业大学学报（自然科学版）》表格要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 一 表格要求; P008","附件明确禁止无名或不准确栏","","","all table columns","MARKDOWN_SOURCE","MANUAL","column-header content review","SOURCE_WRITING","","TEXTUALLY_EXPLICIT_REQUIREMENT",""
"HFUT-TBL-008","TABLE","同一栏目数值小数位一致，不足位以0补齐","MANDATORY","HFUT_TABLE_DOC","《合肥工业大学学报（自然科学版）》表格要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 一 表格要求; P009","附件规定同列精度表达一致","","","numeric table columns","MARKDOWN_SOURCE","HYBRID","per-column decimal-place validator","SOURCE_WRITING","","TEXTUALLY_EXPLICIT_REQUIREMENT","不得伪造超出原始精度的含义；只补显示位"
"HFUT-TBL-009","TABLE","表身中短横线表示测量过未发现，0表示实测为0，空白表示无此项或未测量","MANDATORY","HFUT_TABLE_DOC","《合肥工业大学学报（自然科学版）》表格要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 一 表格要求; P010","附件定义三种单元格语义","－;0;blank","cell tokens","table body","MARKDOWN_SOURCE","HYBRID","cell-token semantic audit against source logs","SOURCE_WRITING","","TEXTUALLY_EXPLICIT_REQUIREMENT","严禁以空白掩盖缺测含义"
"HFUT-TBL-010","TABLE","表题六号黑体仅在示例括注中出现","EXAMPLE_ONLY","HFUT_TABLE_DOC","《合肥工业大学学报（自然科学版）》表格要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 2 example 1; P013","简单三线表示例标注表题六号黑体","六号","font size","table captions","REFERENCE_DOCX","MANUAL","Step 3 style comparison","STEP_3","","VISUAL_EXAMPLE_ONLY","不得仅凭示例升级为MANDATORY"
"HFUT-TBL-011","TABLE","相同单位置表格右上角、辅助横线、竖表转栏和横表分段仅展示为示例","EXAMPLE_ONLY","HFUT_TABLE_DOC","《合肥工业大学学报（自然科学版）》表格要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 2 examples 2-5; P026-P146","附件展示复杂表格处理方式但未声明通用强制","","","complex tables","WORD_MANUAL","MANUAL","select only when table structure requires; visual review","STEP_7","","VISUAL_EXAMPLE_ONLY",""
"HFUT-TBL-012","TABLE","表格对齐、单元格留白、续表、通用注释样式和中英文表题要求未由提取文字明确","PENDING_VERIFICATION","HFUT_TABLE_DOC","《合肥工业大学学报（自然科学版）》表格要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","full normalized text P001-P146","仅有中文示例，未得到这些可推广参数","","","all tables","NOT_YET_DECIDED","MANUAL","Step 3 style/visual analysis and Windows review","STEP_3","","STYLE_EMBEDDED_PENDING_STEP3",""
"HFUT-REF-001","REFERENCES","参考文献排版严格执行GB/T 7714—2025","MANDATORY","HFUT_REF_DOC","《合肥工业大学学报（自然科学版）》参考文献要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","heading 参考文献要求及示例; P002","附件候选明确使用严格按照执行","GB/T 7714—2025","standard identifier","reference list","CSL","HYBRID","CSL conformance POC plus manual comparison","STEP_6","CG-GBT-SOURCE-CHAIN","TEXTUALLY_EXPLICIT_REQUIREMENT","用户提供标准副本不可提取且来源链未验证；期刊专用规则优先"
"HFUT-REF-002","REFERENCES","参考文献汉字为六号宋体，字母和数字为六号Times New Roman，行距14磅","MANDATORY","HFUT_REF_DOC","《合肥工业大学学报（自然科学版）》参考文献要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","heading 参考文献要求及示例; P003","附件给出参考文献字体字号和行距","六号;14","font size;pt line spacing","reference list","REFERENCE_DOCX","HYBRID","Step 3 style inspection then Word measurement","STEP_3","","TEXTUALLY_EXPLICIT_REQUIREMENT",""
"HFUT-REF-003","REFERENCES","期刊文献著录为序号、作者、题名[J]、刊名、年、卷期、页码或文章编号","MANDATORY","HFUT_REF_DOC","《合肥工业大学学报（自然科学版）》参考文献要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 一 期刊; P005","附件给出期刊条目的字段次序","[J]","document type identifier","journal articles","CSL","AUTOMATIC","rendered-entry field/order comparison","STEP_6","","TEXTUALLY_EXPLICIT_REQUIREMENT","网络首发[J/OL]见示例，通用细则待标准正文"
"HFUT-REF-004","REFERENCES","英文期刊作者姓前名后，姓全部著录且首字母大写，名可缩写为首字母","MANDATORY","HFUT_REF_DOC","《合肥工业大学学报（自然科学版）》参考文献要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 一 期刊; P005","附件明确英文作者姓名格式","","","Latin-script personal authors","CSL","HYBRID","author-name rendering comparison","STEP_6","","TEXTUALLY_EXPLICIT_REQUIREMENT","“名可缩写”表示允许而非必须缩写"
"HFUT-REF-005","REFERENCES","汉语拼音个人责任者的名宜用全称","RECOMMENDED","HFUT_REF_DOC","《合肥工业大学学报（自然科学版）》参考文献要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 一 期刊; P005","附件使用宜建议拼音名完整著录","","","pinyin personal authors","ZOTERO_BIBTEX","MANUAL","name metadata review","SOURCE_WRITING","","TEXTUALLY_EXPLICIT_REQUIREMENT",""
"HFUT-REF-006","REFERENCES","外文期刊刊名尽量不用缩写并在全文保持统一","RECOMMENDED","HFUT_REF_DOC","《合肥工业大学学报（自然科学版）》参考文献要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 一 期刊; P005","附件建议刊名全称且要求一致","","","foreign journal titles","ZOTERO_BIBTEX","HYBRID","journal-title normalization audit","SOURCE_WRITING","","TEXTUALLY_EXPLICIT_REQUIREMENT",""
"HFUT-REF-007","REFERENCES","专著条目按作者、书名[M]、版本、出版地、出版者、出版年和可选析出页码著录；第一版不写版本","MANDATORY","HFUT_REF_DOC","《合肥工业大学学报（自然科学版）》参考文献要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 二 专著; P012","附件给出专著字段次序和版本规则","[M]","document type identifier","books","CSL","AUTOMATIC","rendered-entry pattern comparison","STEP_6","","TEXTUALLY_EXPLICIT_REQUIREMENT","析出页码明确可不标注"
"HFUT-REF-008","REFERENCES","会议论文按作者、题名[C]、双斜杠、编者、论文集名、出版地、出版者、年和页码著录","MANDATORY","HFUT_REF_DOC","《合肥工业大学学报（自然科学版）》参考文献要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 三 会议论文集; P018","附件给出会议论文字段次序","[C]","document type identifier","conference papers","CSL","AUTOMATIC","rendered-entry pattern comparison","STEP_6","","TEXTUALLY_EXPLICIT_REQUIREMENT",""
"HFUT-REF-009","REFERENCES","学位论文按作者、题名[D]、保存地点、保存单位、授予年份和引文页码著录","MANDATORY","HFUT_REF_DOC","《合肥工业大学学报（自然科学版）》参考文献要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 四 学位论文; P023","附件给出学位论文字段次序","[D]","document type identifier","theses and dissertations","CSL","AUTOMATIC","rendered-entry pattern comparison","STEP_6","","TEXTUALLY_EXPLICIT_REQUIREMENT",""
"HFUT-REF-010","REFERENCES","标准按序号、标准编号、标准名称和[S]著录","MANDATORY","HFUT_REF_DOC","《合肥工业大学学报（自然科学版）》参考文献要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 五 标准; P026","附件给出标准字段次序","[S]","document type identifier","standards","CSL","AUTOMATIC","rendered-entry pattern comparison","STEP_6","","TEXTUALLY_EXPLICIT_REQUIREMENT",""
"HFUT-REF-011","REFERENCES","预印本按作者、题名[PP/OL]、版本、平台、日期、引用日期和访问路径著录","MANDATORY","HFUT_REF_DOC","《合肥工业大学学报（自然科学版）》参考文献要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 六 预印本; P029","附件给出预印本字段次序","[PP/OL]","document type identifier","preprints","CSL","AUTOMATIC","rendered-entry pattern comparison","STEP_6","","TEXTUALLY_EXPLICIT_REQUIREMENT",""
"HFUT-REF-012","REFERENCES","网页或网站按可用作者、题名[EB/OL]、创建或修改日期、引用日期和访问路径著录","MANDATORY","HFUT_REF_DOC","《合肥工业大学学报（自然科学版）》参考文献要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 七 网页、网站; P031","附件给出网页字段次序并说明有作者则必备","[EB/OL]","document type identifier","web resources","CSL","AUTOMATIC","rendered-entry pattern comparison","STEP_6","","TEXTUALLY_EXPLICIT_REQUIREMENT",""
"HFUT-REF-013","REFERENCES","专利按申请者或所有者、题名、专利编号[P]和公告或公开日期著录","MANDATORY","HFUT_REF_DOC","《合肥工业大学学报（自然科学版）》参考文献要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 八 专利; P034","附件给出专利字段次序","[P]","document type identifier","patents","CSL","AUTOMATIC","rendered-entry pattern comparison","STEP_6","","TEXTUALLY_EXPLICIT_REQUIREMENT",""
"HFUT-REF-014","REFERENCES","报告按作者、题名、报告编号[R]、出版地、出版者、出版年和引文页码著录","MANDATORY","HFUT_REF_DOC","《合肥工业大学学报（自然科学版）》参考文献要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 九 报告; P036","附件给出报告字段次序","[R]","document type identifier","reports","CSL","AUTOMATIC","rendered-entry pattern comparison","STEP_6","","TEXTUALLY_EXPLICIT_REQUIREMENT","在线报告示例为[R/OL]"
"HFUT-REF-015","REFERENCES","地图按责任者、题名、比例尺[CM]、版本、出版地、出版者、年、尺寸和访问路径著录","NOT_APPLICABLE","HFUT_REF_DOC","《合肥工业大学学报（自然科学版）》参考文献要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","section 十 地图; P039","附件给出地图字段次序","[CM]","document type identifier","map references","CSL","AUTOMATIC","confirm bibliography contains no map reference","FINAL_SUBMISSION_REVIEW","","NOT_APPLICABLE_CURRENT_PAPER","若实际引用地图则重新启用"
"HFUT-REF-016","REFERENCES","作者超过特定人数时使用等或et al.的阈值未在提取文字中明确","PENDING_VERIFICATION","HFUT_REF_DOC","《合肥工业大学学报（自然科学版）》参考文献要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","examples P006-P011","示例出现等和et al.但未给阈值规则","","","multi-author references","CSL","HYBRID","GB/T source access and CSL POC","STEP_6","CG-GBT-SOURCE-CHAIN","PENDING_VERIFICATION","不得从示例作者数反推阈值"
"HFUT-REF-017","REFERENCES","中文文献是否须附英文对照未在提取文字中明确","PENDING_VERIFICATION","HFUT_REF_DOC","《合肥工业大学学报（自然科学版）》参考文献要求及示例.doc","OFFICIAL_JOURNAL_ATTACHMENT_CANDIDATE","full normalized text P001-P042","未发现中文文献英文对照要求","","","Chinese-language references","CSL","HYBRID","Step 3 visual check and journal confirmation","STEP_3","","PENDING_VERIFICATION","成刊样例不得单独生成强制规则"
