metric_id,experiment_id,metric_name,value,unit,direction,metric_definition,timing_boundary,sample_set,sample_count,warmup,measured_frames,run_count,aggregation,source_level,source_file,source_field_or_row,source_commit,source_archive,source_SHA256,recalculation_formula,recalculated_value,recalculation_difference,reproducible_from_present_evidence,evidence_status,comparable_to,supports_claim_id,limitations,notes
M_R_V2R_P95,R_V2R,V2R_latency_p95,9.82713435,ms,lower_is_better,Stage R timing-aligned formal aggregate,source pull through pre-sink frame construction,V2R split-v2 test replay,5400,60,1080,5,pooled Type 7 P95,Level 3,/home/orin/edge-ai-local-evidence/stage_r/phase0_5d_v0_v2r_v3r_timing_aligned_v1/formal_runs/set_*_v2r/metrics.json (five files),"metrics.json fields: fps, latency_ms.mean, latency_ms.p95, latency_ms.p99; variant filter=V2R",6885dc5c8d1099c34f1cd8d10c4b30426df61daf,/home/orin/edge-ai-local-evidence/stage_r/phase0_5d_v0_v2r_v3r_timing_aligned_v1/archive_manifest.tsv,e03d4ae1a4cef1e943d4b3dc6b785e90342932623a74db03c223b196b74a7043,"Type7(all latency samples,.95)",9.82713435,0,yes,DERIVED_VERIFIED,R_V0; R_V2R; R_V3R,C1,descriptive frozen Jetson path,MULTIPLE_RAW_FILES_COVERED_BY_ARCHIVE_MANIFEST; archive manifest SHA is not an individual metrics.json SHA
M_R_V2R_P99,R_V2R,V2R_latency_p99,11.52898548,ms,lower_is_better,Stage R timing-aligned formal aggregate,source pull through pre-sink frame construction,V2R split-v2 test replay,5400,60,1080,5,pooled Type 7 P99,Level 3,/home/orin/edge-ai-local-evidence/stage_r/phase0_5d_v0_v2r_v3r_timing_aligned_v1/formal_runs/set_*_v2r/metrics.json (five files),"metrics.json fields: fps, latency_ms.mean, latency_ms.p95, latency_ms.p99; variant filter=V2R",6885dc5c8d1099c34f1cd8d10c4b30426df61daf,/home/orin/edge-ai-local-evidence/stage_r/phase0_5d_v0_v2r_v3r_timing_aligned_v1/archive_manifest.tsv,e03d4ae1a4cef1e943d4b3dc6b785e90342932623a74db03c223b196b74a7043,"Type7(all latency samples,.99)",11.52898548,0,yes,DERIVED_VERIFIED,R_V0; R_V2R; R_V3R,C1,descriptive frozen Jetson path,MULTIPLE_RAW_FILES_COVERED_BY_ARCHIVE_MANIFEST; archive manifest SHA is not an individual metrics.json SHA
M_R_V3R_FPS,R_V3R,V3R_FPS_mean,127.0972584510,FPS,higher_is_better,Stage R timing-aligned formal aggregate,source pull through pre-sink frame construction,V3R split-v2 test replay,5400,60,1080,5,mean of five run FPS,Level 3,/home/orin/edge-ai-local-evidence/stage_r/phase0_5d_v0_v2r_v3r_timing_aligned_v1/formal_runs/set_*_v3r/metrics.json (five files),"metrics.json fields: fps, latency_ms.mean, latency_ms.p95, latency_ms.p99; variant filter=V3R",6885dc5c8d1099c34f1cd8d10c4b30426df61daf,/home/orin/edge-ai-local-evidence/stage_r/phase0_5d_v0_v2r_v3r_timing_aligned_v1/archive_manifest.tsv,e03d4ae1a4cef1e943d4b3dc6b785e90342932623a74db03c223b196b74a7043,mean(raw run wall-derived FPS),127.0972584510,0,yes,DERIVED_VERIFIED,R_V0; R_V2R; R_V3R,C1,descriptive frozen Jetson path,MULTIPLE_RAW_FILES_COVERED_BY_ARCHIVE_MANIFEST; archive manifest SHA is not an individual metrics.json SHA
M_R_V3R_FPS_SD,R_V3R,V3R_FPS_sample_sd,1.2792256601,FPS,not_goal,Stage R timing-aligned formal aggregate,source pull through pre-sink frame construction,V3R split-v2 test replay,5400,60,1080,5,sample SD of five run FPS,Level 3,/home/orin/edge-ai-local-evidence/stage_r/phase0_5d_v0_v2r_v3r_timing_aligned_v1/formal_runs/set_*_v3r/metrics.json (five files),"metrics.json fields: fps, latency_ms.mean, latency_ms.p95, latency_ms.p99; variant filter=V3R",6885dc5c8d1099c34f1cd8d10c4b30426df61daf,/home/orin/edge-ai-local-evidence/stage_r/phase0_5d_v0_v2r_v3r_timing_aligned_v1/archive_manifest.tsv,e03d4ae1a4cef1e943d4b3dc6b785e90342932623a74db03c223b196b74a7043,stdev(raw run FPS),1.2792256601,0,yes,DERIVED_VERIFIED,R_V0; R_V2R; R_V3R,C1,descriptive frozen Jetson path,MULTIPLE_RAW_FILES_COVERED_BY_ARCHIVE_MANIFEST; archive manifest SHA is not an individual metrics.json SHA
M_R_V3R_LAT_MEAN,R_V3R,V3R_latency_mean,7.8118285628,ms,lower_is_better,Stage R timing-aligned formal aggregate,source pull through pre-sink frame construction,V3R split-v2 test replay,5400,60,1080,5,pooled mean,Level 3,/home/orin/edge-ai-local-evidence/stage_r/phase0_5d_v0_v2r_v3r_timing_aligned_v1/formal_runs/set_*_v3r/metrics.json (five files),"metrics.json fields: fps, latency_ms.mean, latency_ms.p95, latency_ms.p99; variant filter=V3R",6885dc5c8d1099c34f1cd8d10c4b30426df61daf,/home/orin/edge-ai-local-evidence/stage_r/phase0_5d_v0_v2r_v3r_timing_aligned_v1/archive_manifest.tsv,e03d4ae1a4cef1e943d4b3dc6b785e90342932623a74db03c223b196b74a7043,mean(all 5400 latency samples),7.8118285628,0,yes,DERIVED_VERIFIED,R_V0; R_V2R; R_V3R,C1,descriptive frozen Jetson path,MULTIPLE_RAW_FILES_COVERED_BY_ARCHIVE_MANIFEST; archive manifest SHA is not an individual metrics.json SHA
M_R_V3R_P95,R_V3R,V3R_latency_p95,9.8420113,ms,lower_is_better,Stage R timing-aligned formal aggregate,source pull through pre-sink frame construction,V3R split-v2 test replay,5400,60,1080,5,pooled Type 7 P95,Level 3,/home/orin/edge-ai-local-evidence/stage_r/phase0_5d_v0_v2r_v3r_timing_aligned_v1/formal_runs/set_*_v3r/metrics.json (five files),"metrics.json fields: fps, latency_ms.mean, latency_ms.p95, latency_ms.p99; variant filter=V3R",6885dc5c8d1099c34f1cd8d10c4b30426df61daf,/home/orin/edge-ai-local-evidence/stage_r/phase0_5d_v0_v2r_v3r_timing_aligned_v1/archive_manifest.tsv,e03d4ae1a4cef1e943d4b3dc6b785e90342932623a74db03c223b196b74a7043,"Type7(all latency samples,.95)",9.8420113,0,yes,DERIVED_VERIFIED,R_V0; R_V2R; R_V3R,C1,descriptive frozen Jetson path,MULTIPLE_RAW_FILES_COVERED_BY_ARCHIVE_MANIFEST; archive manifest SHA is not an individual metrics.json SHA
M_R_V3R_P99,R_V3R,V3R_latency_p99,11.5153358,ms,lower_is_better,Stage R timing-aligned formal aggregate,source pull through pre-sink frame construction,V3R split-v2 test replay,5400,60,1080,5,pooled Type 7 P99,Level 3,/home/orin/edge-ai-local-evidence/stage_r/phase0_5d_v0_v2r_v3r_timing_aligned_v1/formal_runs/set_*_v3r/metrics.json (five files),"metrics.json fields: fps, latency_ms.mean, latency_ms.p95, latency_ms.p99; variant filter=V3R",6885dc5c8d1099c34f1cd8d10c4b30426df61daf,/home/orin/edge-ai-local-evidence/stage_r/phase0_5d_v0_v2r_v3r_timing_aligned_v1/archive_manifest.tsv,e03d4ae1a4cef1e943d4b3dc6b785e90342932623a74db03c223b196b74a7043,"Type7(all latency samples,.99)",11.5153358,0,yes,DERIVED_VERIFIED,R_V0; R_V2R; R_V3R,C1,descriptive frozen Jetson path,MULTIPLE_RAW_FILES_COVERED_BY_ARCHIVE_MANIFEST; archive manifest SHA is not an individual metrics.json SHA
M_R_V2R_V0_FPS_RATIO,R_V2R,fps_ratio_V2R_over_V0,2.2366711557,x,higher_is_better,derived Stage R comparison,common Stage R boundary,variant aggregate pair,2 aggregates,60,1080,5,derived pairwise comparison,Level 3,PAPER_PHASE0_5D_I2_FORMAL_EXECUTION_REPORT.md,descriptive pairwise ratios,6885dc5c8d1099c34f1cd8d10c4b30426df61daf,Stage R compact plus raw archive,3d9ea96fc430a94b090bcd2f9241313df81d5cd82bc7f7bcb7b05f47c95a85ec,122.1221922222/54.5999763574,2.2366711557,0,yes,DERIVED_VERIFIED,same Stage R protocol only,C2,"throughput ratio, not latency speedup",Old Attempt 2 and V4 excluded
M_R_V2R_V0_LAT_REDUCTION,R_V2R,mean_latency_reduction_V2R_vs_V0,55.4518555371,percent,higher_is_better,derived Stage R comparison,common Stage R boundary,variant aggregate pair,2 aggregates,60,1080,5,derived pairwise comparison,Level 3,PAPER_PHASE0_5D_I2_FORMAL_EXECUTION_REPORT.md,descriptive pairwise ratios,6885dc5c8d1099c34f1cd8d10c4b30426df61daf,Stage R compact plus raw archive,3d9ea96fc430a94b090bcd2f9241313df81d5cd82bc7f7bcb7b05f47c95a85ec,(18.2729918109-8.1402787896)/18.2729918109*100,55.4518555371,0,yes,DERIVED_VERIFIED,same Stage R protocol only,C2,percentage reduction,Old Attempt 2 and V4 excluded
M_R_V3R_V0_FPS_RATIO,R_V3R,fps_ratio_V3R_over_V0,2.3277896243,x,higher_is_better,derived Stage R comparison,common Stage R boundary,variant aggregate pair,2 aggregates,60,1080,5,derived pairwise comparison,Level 3,PAPER_PHASE0_5D_I2_FORMAL_EXECUTION_REPORT.md,descriptive pairwise ratios,6885dc5c8d1099c34f1cd8d10c4b30426df61daf,Stage R compact plus raw archive,3d9ea96fc430a94b090bcd2f9241313df81d5cd82bc7f7bcb7b05f47c95a85ec,127.0972584510/54.5999763574,2.3277896243,0,yes,DERIVED_VERIFIED,same Stage R protocol only,C1,"throughput ratio, not latency speedup",Old Attempt 2 and V4 excluded
M_R_V3R_V2R_FPS_INCREASE,R_V3R,fps_increase_V3R_vs_V2R,4.0738428768,percent,higher_is_better,derived Stage R comparison,common Stage R boundary,variant aggregate pair,2 aggregates,60,1080,5,derived pairwise comparison,Level 3,PAPER_PHASE0_5D_I2_FORMAL_EXECUTION_REPORT.md,descriptive pairwise ratios,6885dc5c8d1099c34f1cd8d10c4b30426df61daf,Stage R compact plus raw archive,3d9ea96fc430a94b090bcd2f9241313df81d5cd82bc7f7bcb7b05f47c95a85ec,(127.0972584510/122.1221922222-1)*100,4.0738428768,0,yes,DERIVED_VERIFIED,same Stage R protocol only,C3,marginal average gain,Old Attempt 2 and V4 excluded
M_R_V3R_V2R_P95_CHANGE,R_V3R,p95_change_V3R_vs_V2R,0.1513864517,percent,lower_is_better,percent_change = (optimized - baseline) / baseline * 100; V3R P95 latency vs V2R,common Stage R boundary,variant aggregate pair,2 aggregates,60,1080,5,derived pairwise comparison,Level 3,PAPER_PHASE0_5D_I2_FORMAL_EXECUTION_REPORT.md,descriptive pairwise ratios,6885dc5c8d1099c34f1cd8d10c4b30426df61daf,Stage R compact plus raw archive,3d9ea96fc430a94b090bcd2f9241313df81d5cd82bc7f7bcb7b05f47c95a85ec,(9.84201130-9.82713435)/9.82713435*100,0.1513864517,0,yes,DERIVED_VERIFIED,same Stage R protocol only,C3,positive means V3R latency increased/slightly worse,V3R P95 is 9.84201130 ms; V2R P95 is 9.82713435 ms
M_R_FAILED_ATTEMPT_COUNT,R_V0,preserved_failed_attempts_excluded,1,count,lower_is_better,preserved implementation failure excluded from valid aggregation,not formal performance timing,Stage R archive failure root,1,NA,NA,NA,direct record,Level 1,.../runs/set_01_p01_v0/failure.json,status=IMPLEMENTATION_FAILURE,6885dc5c8d1099c34f1cd8d10c4b30426df61daf,Stage R raw archive,74b77515020d4924060dd7f4c7bd773229684fb18d0bd5a6e004cfe41f5309c0,none,1,0,yes,VERIFIED,none,C1,excluded from 15 valid runs,Failure retained for audit only
M_SPLIT_SENSITIVITY_ABSOLUTE_METRICS,Q_TRT_INT8_ACCURACY,matched_control_absolute_validation_metrics,SUMMARY_ONLY,record,not_applicable,historical absolute values not byte-identically reproduced,task-level evaluation,split-v1/v2 matched control,9 checkpoints,NA,NA,NA,summary report only,Level 4,checkpoint_selection_sensitivity_control_v1/matched_split_comparison.json,summary values and rank comparison,cccfec4,matched-control compact evidence,not all raw logs present,not reproducible from compact package,SUMMARY_ONLY,NA,no,SUMMARY_ONLY,none,C8,9 referenced logs absent; ranks accepted,Use rank stability only
M_J5_5_PER_FRAME_LATENCY,J_ORT_CPU_BASELINE,per_frame_latency_distribution,MISSING,ms,not_available,J5.5 does not expose reconstructable per-frame timing,whole_process_wall_time,J5.5 k1 window,NA,60,500,5,not available,Level 1,results/benchmark/jetson_ort_cpu/profile_baseline/j5_5_profile_baseline_v1/benchmark_report.json,latency_note,b3826e011fd201a481c00011ce054f76bf7af649,Stage J compact evidence,6d58f1d077278df3fa8abfd611495ac653186c25b6556d348626d21b2188e2e3,none,MISSING,NA,no,MISSING,none,C7,do not infer per-frame latency or SD,NA
M_K_RAW_TENSOR_EQUIVALENCE,K_TRT_FP16,raw_tensor_bitwise_equivalence,FAIL,boolean,not_applicable,raw Level B comparison failed while task-level acceptance passed,raw tensor comparison,16-image Level B corpus,16,NA,NA,NA,raw comparator result,Level 1,results/validation/jetson_tensorrt_fp16/k5_correctness_v1/tensorrt_level_b_report.json,K8 raw_correctness.verdict,NOT_RECORDED,Stage K local evidence,combined K manifest,none,FAIL,0,yes,VERIFIED,none,C6,Verified raw Level B failure; task-level acceptance is a separate correctness layer,FAIL is the formal verified result; do not call raw equivalence accepted
M_R_V4_PERFORMANCE,R_V4_FORMAL,V4_formal_performance,EXCLUDED,not_used,not_applicable,V4 performance excluded by validity audit,historical V4,historical V4 artifact,NA,NA,NA,NA,excluded,Level 5,results/benchmark/stage_r/r3_v0_v2_v3_v4_ablation_v2/aggregate_metrics.json,Phase 0.5 disposition,NOT_CURRENT_AUTHORITY,historical R archive,NA,not calculated,EXCLUDED,NA,no,EXCLUDED,none,C9,no number may enter paper,NA
M_Q_FP16_PRECISION,Q_TRT_INT8_ACCURACY,FP16_precision,0.6347305389,score,higher_is_better,Q5 task evaluator metric,task-level evaluation,split-v2 test,180,NA,NA,1,direct recorded,Level 1,results/validation/stage_q/q5_accuracy_v1/metrics_summary.json,fp16.precision,NA,tracked evidence,0a969ef1417d201a063dc33df1e64453ffd3c1030418f99192aa76336b402f63,NA,0.6347305389,0,yes,VERIFIED,Q_TRT_INT8_ACCURACY,C4,task-level evaluator; paired INT8 comparison,
M_Q_FP16_RECALL,Q_TRT_INT8_ACCURACY,FP16_recall,0.7194570136,score,higher_is_better,Q5 task evaluator metric,task-level evaluation,split-v2 test,180,NA,NA,1,direct recorded,Level 1,results/validation/stage_q/q5_accuracy_v1/metrics_summary.json,fp16.recall,NA,tracked evidence,0a969ef1417d201a063dc33df1e64453ffd3c1030418f99192aa76336b402f63,NA,0.7194570136,0,yes,VERIFIED,Q_TRT_INT8_ACCURACY,C4,task-level evaluator; paired INT8 comparison,
M_Q_FP16_MAP50,Q_TRT_INT8_ACCURACY,FP16_mAP50,0.6560241687,score,higher_is_better,Q5 task evaluator metric,task-level evaluation,split-v2 test,180,NA,NA,1,direct recorded,Level 1,results/validation/stage_q/q5_accuracy_v1/metrics_summary.json,fp16.mAP50,NA,tracked evidence,0a969ef1417d201a063dc33df1e64453ffd3c1030418f99192aa76336b402f63,NA,0.6560241687,0,yes,VERIFIED,Q_TRT_INT8_ACCURACY,C4,task-level evaluator; paired INT8 comparison,
M_Q_FP16_MAP5095,Q_TRT_INT8_ACCURACY,FP16_mAP50_95,0.3595495210,score,higher_is_better,Q5 task evaluator metric,task-level evaluation,split-v2 test,180,NA,NA,1,direct recorded,Level 1,results/validation/stage_q/q5_accuracy_v1/metrics_summary.json,fp16.mAP50_95,NA,tracked evidence,0a969ef1417d201a063dc33df1e64453ffd3c1030418f99192aa76336b402f63,NA,0.3595495210,0,yes,VERIFIED,Q_TRT_INT8_ACCURACY,C4,task-level evaluator; paired INT8 comparison,
M_Q_DELTA_PRECISION,Q_TRT_INT8_ACCURACY,INT8_minus_FP16_precision,0.0565446289,score,higher_is_better,INT8 task metric minus FP16 task metric,task-level evaluation,split-v2 test,180,NA,NA,1,subtraction,Level 3,results/validation/stage_q/q5_accuracy_v1/metrics_summary.json,drops.INT8_minus_FP16_precision,NA,tracked evidence,0a969ef1417d201a063dc33df1e64453ffd3c1030418f99192aa76336b402f63,0.6912751678-0.6347305389,0.0565446289,0,yes,DERIVED_VERIFIED,Q_TRT_INT8_ACCURACY,C4,retain negative direction for losses,
M_Q_DELTA_RECALL,Q_TRT_INT8_ACCURACY,INT8_minus_FP16_recall,-0.0203619910,score,higher_is_better,INT8 task metric minus FP16 task metric,task-level evaluation,split-v2 test,180,NA,NA,1,subtraction,Level 3,results/validation/stage_q/q5_accuracy_v1/metrics_summary.json,drops.INT8_minus_FP16_recall,NA,tracked evidence,0a969ef1417d201a063dc33df1e64453ffd3c1030418f99192aa76336b402f63,0.6990950226-0.7194570136,-0.0203619910,0,yes,DERIVED_VERIFIED,Q_TRT_INT8_ACCURACY,C4,retain negative direction for losses,
M_Q_DELTA_MAP50,Q_TRT_INT8_ACCURACY,INT8_minus_FP16_mAP50,-0.0083987049,score,higher_is_better,INT8 task metric minus FP16 task metric,task-level evaluation,split-v2 test,180,NA,NA,1,subtraction,Level 3,results/validation/stage_q/q5_accuracy_v1/metrics_summary.json,drops.INT8_minus_FP16_mAP50,NA,tracked evidence,0a969ef1417d201a063dc33df1e64453ffd3c1030418f99192aa76336b402f63,0.6476254638-0.6560241687,-0.0083987049,0,yes,DERIVED_VERIFIED,Q_TRT_INT8_ACCURACY,C4,retain negative direction for losses,
M_Q_SERIAL_MEAN_LATENCY_RATIO,Q_TRT_INT8_SERIAL,mean_latency_ratio_INT8_over_FP16,0.8521942743,ratio,lower_is_better,INT8 mean latency divided by FP16 mean latency,Stage Q Q6 serial timing boundary,paired serial benchmark,15000,100 per process,5000 per process,3,direct recorded,Level 1,results/validation/stage_q/q6_serial_performance_v1/q6_serial_summary.json,mean_latency_ratio_INT8_over_FP16,NA,tracked evidence,ea01cc73a348ea42cae3b73dd2faf860c8ebc8df0b084862a0f847c0ddb3b25a,NA,0.8521942743,0,yes,VERIFIED,Q_TRT_INT8_SERIAL,C4,three paired processes; lower ratio means lower latency,
M_Q_SERIAL_P95_LATENCY_RATIO,Q_TRT_INT8_SERIAL,p95_latency_ratio_INT8_over_FP16,0.8520656755,ratio,lower_is_better,INT8 P95 latency divided by FP16 P95 latency,Stage Q Q6 serial timing boundary,paired serial benchmark,15000,100 per process,5000 per process,3,direct recorded,Level 1,results/validation/stage_q/q6_serial_performance_v1/q6_serial_summary.json,p95_latency_ratio_INT8_over_FP16,NA,tracked evidence,ea01cc73a348ea42cae3b73dd2faf860c8ebc8df0b084862a0f847c0ddb3b25a,NA,0.8520656755,0,yes,VERIFIED,Q_TRT_INT8_SERIAL,C4,three paired processes; lower ratio means lower tail latency,
M_K_TASK_FP32_PRECISION,K_TRT_FP32_BASELINE,task_precision_FP32,0.631474,score,higher_is_better,project-local task evaluator metric,task-level 180-image evaluation,Stage K test,180,NA,NA,1,direct recorded,Level 1,results/validation/stage_k_task_eval_v2/metrics/README.txt,FP32 precision,99320d69eb10112348d792283b008eadd5517e21,Stage K tracked evidence,925903d2f62a638fd0659d5e746ed06056f50bf3cc3bc241791243fd26780f2f,NA,0.631474,0,yes,VERIFIED,K_TRT_FP32_BASELINE/K_TRT_FP16,C6,task-level evaluator; raw Level B limitation,
M_K_TASK_FP32_RECALL,K_TRT_FP32_BASELINE,task_recall_FP32,0.717195,score,higher_is_better,project-local task evaluator metric,task-level 180-image evaluation,Stage K test,180,NA,NA,1,direct recorded,Level 1,results/validation/stage_k_task_eval_v2/metrics/README.txt,FP32 recall,99320d69eb10112348d792283b008eadd5517e21,Stage K tracked evidence,925903d2f62a638fd0659d5e746ed06056f50bf3cc3bc241791243fd26780f2f,NA,0.717195,0,yes,VERIFIED,K_TRT_FP32_BASELINE/K_TRT_FP16,C6,task-level evaluator; raw Level B limitation,
M_K_TASK_FP32_MAP50,K_TRT_FP32_BASELINE,task_mAP50_FP32,0.654858,score,higher_is_better,project-local task evaluator metric,task-level 180-image evaluation,Stage K test,180,NA,NA,1,direct recorded,Level 1,results/validation/stage_k_task_eval_v2/metrics/README.txt,FP32 mAP50,99320d69eb10112348d792283b008eadd5517e21,Stage K tracked evidence,925903d2f62a638fd0659d5e746ed06056f50bf3cc3bc241791243fd26780f2f,NA,0.654858,0,yes,VERIFIED,K_TRT_FP32_BASELINE/K_TRT_FP16,C6,task-level evaluator; raw Level B limitation,
M_K_TASK_FP16_PRECISION,K_TRT_FP16,task_precision_FP16,0.634731,score,higher_is_better,project-local task evaluator metric,task-level 180-image evaluation,Stage K test,180,NA,NA,1,direct recorded,Level 1,results/validation/stage_k_task_eval_v2/metrics/README.txt,FP16 precision,99320d69eb10112348d792283b008eadd5517e21,Stage K tracked evidence,925903d2f62a638fd0659d5e746ed06056f50bf3cc3bc241791243fd26780f2f,NA,0.634731,0,yes,VERIFIED,K_TRT_FP32_BASELINE/K_TRT_FP16,C6,task-level evaluator; raw Level B limitation,
M_K_TASK_FP16_RECALL,K_TRT_FP16,task_recall_FP16,0.719457,score,higher_is_better,project-local task evaluator metric,task-level 180-image evaluation,Stage K test,180,NA,NA,1,direct recorded,Level 1,results/validation/stage_k_task_eval_v2/metrics/README.txt,FP16 recall,99320d69eb10112348d792283b008eadd5517e21,Stage K tracked evidence,925903d2f62a638fd0659d5e746ed06056f50bf3cc3bc241791243fd26780f2f,NA,0.719457,0,yes,VERIFIED,K_TRT_FP32_BASELINE/K_TRT_FP16,C6,task-level evaluator; raw Level B limitation,
M_K_TASK_FP16_MAP50,K_TRT_FP16,task_mAP50_FP16,0.656024,score,higher_is_better,project-local task evaluator metric,task-level 180-image evaluation,Stage K test,180,NA,NA,1,direct recorded,Level 1,results/validation/stage_k_task_eval_v2/metrics/README.txt,FP16 mAP50,99320d69eb10112348d792283b008eadd5517e21,Stage K tracked evidence,925903d2f62a638fd0659d5e746ed06056f50bf3cc3bc241791243fd26780f2f,NA,0.656024,0,yes,VERIFIED,K_TRT_FP32_BASELINE/K_TRT_FP16,C6,task-level evaluator; raw Level B limitation,
M_R_V2R_GATE_D_PRECISION,R_V2R,Gate_D_precision,0.6912751678,score,higher_is_better,V2R task-level Gate D metric,Stage R Gate D task-level evaluation,Stage R Gate D test,180,NA,NA,1,direct recorded,Level 1,docs/paper/phase0_5/evidence/v2r_gate_d_v1/v2r_task_metrics.json,metrics.v2r.precision,4815a9d129fca1bce6d69926792c05a52f3b3530,Stage R compact plus verified raw archive,910c81dd3cd1f1749377cfb632f0a3471615949c70bf1f863edbf18def6e7a2e,NA,0.6912751678,0,yes,VERIFIED,R_V0/R_V2R/R_V3R,C1;C2,Gate D task-level identity; not raw tensor equivalence,Direct value from compact Gate D task metrics JSON
M_R_V2R_GATE_D_RECALL,R_V2R,Gate_D_recall,0.6990950226,score,higher_is_better,V2R task-level Gate D metric,Stage R Gate D task-level evaluation,Stage R Gate D test,180,NA,NA,1,direct recorded,Level 1,docs/paper/phase0_5/evidence/v2r_gate_d_v1/v2r_task_metrics.json,metrics.v2r.recall,4815a9d129fca1bce6d69926792c05a52f3b3530,Stage R compact plus verified raw archive,910c81dd3cd1f1749377cfb632f0a3471615949c70bf1f863edbf18def6e7a2e,NA,0.6990950226,0,yes,VERIFIED,R_V0/R_V2R/R_V3R,C1;C2,Gate D task-level identity; not raw tensor equivalence,Direct value from compact Gate D task metrics JSON
M_R_V2R_GATE_D_MAP50,R_V2R,Gate_D_mAP50,0.6476254638,score,higher_is_better,V2R task-level Gate D metric,Stage R Gate D task-level evaluation,Stage R Gate D test,180,NA,NA,1,direct recorded,Level 1,docs/paper/phase0_5/evidence/v2r_gate_d_v1/v2r_task_metrics.json,metrics.v2r.mAP50,4815a9d129fca1bce6d69926792c05a52f3b3530,Stage R compact plus verified raw archive,910c81dd3cd1f1749377cfb632f0a3471615949c70bf1f863edbf18def6e7a2e,NA,0.6476254638,0,yes,VERIFIED,R_V0/R_V2R/R_V3R,C1;C2,Gate D task-level identity; not raw tensor equivalence,Direct value from compact Gate D task metrics JSON
M_R_V2R_GATE_D_MAP5095,R_V2R,Gate_D_mAP50_95,0.3523443910,score,higher_is_better,V2R task-level Gate D metric,Stage R Gate D task-level evaluation,Stage R Gate D test,180,NA,NA,1,direct recorded,Level 1,docs/paper/phase0_5/evidence/v2r_gate_d_v1/v2r_task_metrics.json,metrics.v2r.mAP50_95,4815a9d129fca1bce6d69926792c05a52f3b3530,Stage R compact plus verified raw archive,910c81dd3cd1f1749377cfb632f0a3471615949c70bf1f863edbf18def6e7a2e,NA,0.3523443910,0,yes,VERIFIED,R_V0/R_V2R/R_V3R,C1;C2,Gate D task-level identity; not raw tensor equivalence,Direct value from compact Gate D task metrics JSON
M_R_V2R_V0_P95_REDUCTION,R_V2R,p95_latency_reduction_V2R_vs_V0,47.8780,percent,higher_is_better,derived Stage R comparison,common Stage R boundary,variant aggregate pair,2 aggregates,NA,NA,1,derived pairwise comparison,Level 3,docs/paper/phase0_5/PAPER_PHASE0_5D_I2_FORMAL_EXECUTION_REPORT.md,descriptive pairwise ratios,6885dc5c8d1099c34f1cd8d10c4b30426df61daf,Stage R compact plus verified raw archive,3d9ea96fc430a94b090bcd2f9241313df81d5cd82bc7f7bcb7b05f47c95a85ec,(18.8541178-9.82713435)/18.8541178*100,47.8780,0,yes,DERIVED_VERIFIED,same Stage R protocol only,C2,percentage comparison,derived from aggregate P95
M_R_V2R_V0_P99_REDUCTION,R_V2R,p99_latency_reduction_V2R_vs_V0,39.5385,percent,higher_is_better,derived Stage R comparison,common Stage R boundary,variant aggregate pair,2 aggregates,NA,NA,1,derived pairwise comparison,Level 3,docs/paper/phase0_5/PAPER_PHASE0_5D_I2_FORMAL_EXECUTION_REPORT.md,descriptive pairwise ratios,6885dc5c8d1099c34f1cd8d10c4b30426df61daf,Stage R compact plus verified raw archive,3d9ea96fc430a94b090bcd2f9241313df81d5cd82bc7f7bcb7b05f47c95a85ec,(19.06830438-11.52898548)/19.06830438*100,39.5385,0,yes,DERIVED_VERIFIED,same Stage R protocol only,C2,percentage comparison,derived from aggregate P99
M_R_V3R_V0_P95_REDUCTION,R_V3R,p95_latency_reduction_V3R_vs_V0,47.7991,percent,higher_is_better,derived Stage R comparison,common Stage R boundary,variant aggregate pair,2 aggregates,NA,NA,1,derived pairwise comparison,Level 3,docs/paper/phase0_5/PAPER_PHASE0_5D_I2_FORMAL_EXECUTION_REPORT.md,descriptive pairwise ratios,6885dc5c8d1099c34f1cd8d10c4b30426df61daf,Stage R compact plus verified raw archive,3d9ea96fc430a94b090bcd2f9241313df81d5cd82bc7f7bcb7b05f47c95a85ec,(18.8541178-9.8420113)/18.8541178*100,47.7991,0,yes,DERIVED_VERIFIED,same Stage R protocol only,C1,percentage comparison,derived from aggregate P95
M_R_V3R_V0_P99_REDUCTION,R_V3R,p99_latency_reduction_V3R_vs_V0,39.6101,percent,higher_is_better,derived Stage R comparison,common Stage R boundary,variant aggregate pair,2 aggregates,NA,NA,1,derived pairwise comparison,Level 3,docs/paper/phase0_5/PAPER_PHASE0_5D_I2_FORMAL_EXECUTION_REPORT.md,descriptive pairwise ratios,6885dc5c8d1099c34f1cd8d10c4b30426df61daf,Stage R compact plus verified raw archive,3d9ea96fc430a94b090bcd2f9241313df81d5cd82bc7f7bcb7b05f47c95a85ec,(19.06830438-11.5153358)/19.06830438*100,39.6101,0,yes,DERIVED_VERIFIED,same Stage R protocol only,C1,percentage comparison,derived from aggregate P99
