source_id,paragraph_id,paragraph_role,run_index,raw_text,normalized_text,font_ascii,font_hAnsi,font_eastAsia,font_cs,font_size_pt,bold,italic,color,highlight,superscript,subscript,underline,xml_space_preserve,preceding_whitespace,following_whitespace,instruction_or_specimen,visible_black_or_red,semantic_role,applies_to_manuscript,notes
HFUT_FMT_DOC,P013,MANUSCRIPT_FORMAT_INSTRUCTION,1,作者需严格按此论文排版格式与要求,作者需严格按此论文排版格式与要求,,,,宋体;SimSun,INHERITED_OR_UNSET,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P013,MANUSCRIPT_FORMAT_INSTRUCTION,2,线上投稿，两次修改后未达到本刊格式要求直接退稿处理。,线上投稿，两次修改后未达到本刊格式要求直接退稿处理。,,,,宋体;SimSun,INHERITED_OR_UNSET,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P013,MANUSCRIPT_FORMAT_INSTRUCTION,3,（五号宋体,（五号宋体,,,,,INHERITED_OR_UNSET,FALSE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P013,MANUSCRIPT_FORMAT_INSTRUCTION,4,/,/,,,,,INHERITED_OR_UNSET,FALSE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P013,MANUSCRIPT_FORMAT_INSTRUCTION,5,Times New Roman,Times New Roman,,,,,INHERITED_OR_UNSET,FALSE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P013,MANUSCRIPT_FORMAT_INSTRUCTION,6,）,）,,,,,INHERITED_OR_UNSET,FALSE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P014,MANUSCRIPT_FORMAT_INSTRUCTION,1,正文首次出现缩略语需提供中英文全称，如支持向量机（,正文首次出现缩略语需提供中英文全称，如支持向量机（,,,,,INHERITED_OR_UNSET,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P014,MANUSCRIPT_FORMAT_INSTRUCTION,2,support vector machine,support vector machine,,,,,INHERITED_OR_UNSET,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P014,MANUSCRIPT_FORMAT_INSTRUCTION,3,，,，,,,,,INHERITED_OR_UNSET,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P014,MANUSCRIPT_FORMAT_INSTRUCTION,4,SVM,SVM,,,,,INHERITED_OR_UNSET,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P014,MANUSCRIPT_FORMAT_INSTRUCTION,5,）。,）。,,,,,INHERITED_OR_UNSET,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P015,MANUSCRIPT_SPECIMEN_CONTENT,1,1,1,,,黑体;SimHei,,14.0,TRUE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,H1_NUMBER,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P015,MANUSCRIPT_SPECIMEN_CONTENT,2,  ,,,,黑体;SimHei,,14.0,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,TRUE,  ,  ,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,H1_SEPARATOR,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P015,MANUSCRIPT_SPECIMEN_CONTENT,3,一级标题,一级标题,,,黑体;SimHei,,14.0,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,H1_TITLE,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P015,MANUSCRIPT_SPECIMEN_CONTENT,4,（四号黑体）,（四号黑体）,,,黑体;SimHei,,14.0,FALSE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P016,MANUSCRIPT_SPECIMEN_CONTENT,1,1.1,1.1,,,,,INHERITED_OR_UNSET,TRUE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,H2_NUMBER,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P016,MANUSCRIPT_SPECIMEN_CONTENT,2,  ,,,,,,INHERITED_OR_UNSET,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,TRUE,  ,  ,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,H2_SEPARATOR,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P016,MANUSCRIPT_SPECIMEN_CONTENT,3,二级标题,二级标题,黑体;SimHei,黑体;SimHei,黑体;SimHei,,INHERITED_OR_UNSET,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,H2_TITLE,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P016,MANUSCRIPT_SPECIMEN_CONTENT,4,（五号黑体）,（五号黑体）,黑体;SimHei,黑体;SimHei,黑体;SimHei,,INHERITED_OR_UNSET,FALSE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P017,MANUSCRIPT_SPECIMEN_CONTENT,1,1.1.1  ,1.1.1,,,,,INHERITED_OR_UNSET,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,TRUE,,  ,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,H3_NUMBER,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P017,MANUSCRIPT_SPECIMEN_CONTENT,2,三级标题,三级标题,楷体,楷体,楷体,楷体,INHERITED_OR_UNSET,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,H3_TITLE,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P017,MANUSCRIPT_SPECIMEN_CONTENT,3,（五号楷体）,（五号楷体）,楷体,楷体,楷体,楷体,INHERITED_OR_UNSET,FALSE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P018,MANUSCRIPT_FORMAT_INSTRUCTION,1,（各级标题均不转行）,（各级标题均不转行）,黑体;SimHei,黑体;SimHei,黑体;SimHei,黑体;SimHei,INHERITED_OR_UNSET,FALSE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P019,EDITORIAL_PLACEHOLDER,1,……,……,宋体;SimSun,宋体;SimSun,,宋体;SimSun,INHERITED_OR_UNSET,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P020,MANUSCRIPT_FORMAT_INSTRUCTION,1,1.1.,1.1.,,,,,INHERITED_OR_UNSET,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P020,MANUSCRIPT_FORMAT_INSTRUCTION,2,2,2,,,,,INHERITED_OR_UNSET,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P020,MANUSCRIPT_FORMAT_INSTRUCTION,3,  ,,,,,,INHERITED_OR_UNSET,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,TRUE,  ,  ,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P020,MANUSCRIPT_FORMAT_INSTRUCTION,4,三级标题,三级标题,楷体,楷体,楷体,楷体,INHERITED_OR_UNSET,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P020,MANUSCRIPT_FORMAT_INSTRUCTION,5,（五号楷体）,（五号楷体）,楷体,楷体,楷体,楷体,INHERITED_OR_UNSET,FALSE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P021,EDITORIAL_PLACEHOLDER,1,……,……,宋体;SimSun,宋体;SimSun,,宋体;SimSun,INHERITED_OR_UNSET,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P022,MANUSCRIPT_FORMAT_INSTRUCTION,1,1.2,1.2,,,,,INHERITED_OR_UNSET,TRUE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P022,MANUSCRIPT_FORMAT_INSTRUCTION,2,  ,,,,,,INHERITED_OR_UNSET,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,TRUE,  ,  ,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P022,MANUSCRIPT_FORMAT_INSTRUCTION,3,二级标题,二级标题,黑体;SimHei,黑体;SimHei,黑体;SimHei,,INHERITED_OR_UNSET,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P022,MANUSCRIPT_FORMAT_INSTRUCTION,4,（五号黑体）,（五号黑体）,黑体;SimHei,黑体;SimHei,黑体;SimHei,,INHERITED_OR_UNSET,FALSE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P023,EDITORIAL_PLACEHOLDER,1,……,……,宋体;SimSun,宋体;SimSun,,宋体;SimSun,INHERITED_OR_UNSET,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P024,FORMAT_DOCUMENT_OWN_HEADING,1,2,2,,,黑体;SimHei,,14.0,TRUE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P024,FORMAT_DOCUMENT_OWN_HEADING,2,  ,,,,黑体;SimHei,,14.0,TRUE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,TRUE,  ,  ,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P024,FORMAT_DOCUMENT_OWN_HEADING,3,公式,公式,,,黑体;SimHei,,14.0,TRUE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P024,FORMAT_DOCUMENT_OWN_HEADING,4,要求,要求,,,黑体;SimHei,,14.0,TRUE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P025,MANUSCRIPT_FORMAT_INSTRUCTION,1,本刊公式要求参照下载中心里《,本刊公式要求参照下载中心里《,,,,,INHERITED_OR_UNSET,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P025,MANUSCRIPT_FORMAT_INSTRUCTION,2,学术论文编写规则,学术论文编写规则,,,,,INHERITED_OR_UNSET,TRUE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P025,MANUSCRIPT_FORMAT_INSTRUCTION,3,》,》,,,,,INHERITED_OR_UNSET,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P025,MANUSCRIPT_FORMAT_INSTRUCTION,4,（,（,,,,,INHERITED_OR_UNSET,TRUE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P025,MANUSCRIPT_FORMAT_INSTRUCTION,5,GB/T 7713.2,GB/T 7713.2,,,,,INHERITED_OR_UNSET,TRUE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P025,MANUSCRIPT_FORMAT_INSTRUCTION,6,—,—,宋体;SimSun,宋体;SimSun,,宋体;SimSun,INHERITED_OR_UNSET,TRUE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P025,MANUSCRIPT_FORMAT_INSTRUCTION,7,2022,2022,,,,,INHERITED_OR_UNSET,TRUE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P025,MANUSCRIPT_FORMAT_INSTRUCTION,8,）和《物理科学和技术中使用的数学符号》（,）和《物理科学和技术中使用的数学符号》（,,,,,INHERITED_OR_UNSET,TRUE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P025,MANUSCRIPT_FORMAT_INSTRUCTION,9,GB 3102.11-93,GB 3102.11-93,,,,,INHERITED_OR_UNSET,TRUE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P025,MANUSCRIPT_FORMAT_INSTRUCTION,10,）,）,,,,,INHERITED_OR_UNSET,TRUE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P025,MANUSCRIPT_FORMAT_INSTRUCTION,11,。,。,,,,,INHERITED_OR_UNSET,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P026,MANUSCRIPT_FORMAT_INSTRUCTION,1,本刊公式必须用,本刊公式必须用,,,,宋体;SimSun,INHERITED_OR_UNSET,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P026,MANUSCRIPT_FORMAT_INSTRUCTION,2,MathType,MathType,,,,,INHERITED_OR_UNSET,TRUE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P026,MANUSCRIPT_FORMAT_INSTRUCTION,3,公式编辑器,公式编辑器,,,,,INHERITED_OR_UNSET,TRUE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P026,MANUSCRIPT_FORMAT_INSTRUCTION,4,录入编辑，数学式必须以正确的数学形式表示。,录入编辑，数学式必须以正确的数学形式表示。,,,,宋体;SimSun,INHERITED_OR_UNSET,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P027,MANUSCRIPT_FORMAT_INSTRUCTION,1,所有,所有,,,,,INHERITED_OR_UNSET,TRUE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P027,MANUSCRIPT_FORMAT_INSTRUCTION,2,变量,变量,,,,,INHERITED_OR_UNSET,TRUE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P027,MANUSCRIPT_FORMAT_INSTRUCTION,3,均斜体表示,均斜体表示,,,,,INHERITED_OR_UNSET,TRUE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P027,MANUSCRIPT_FORMAT_INSTRUCTION,4,，角标,，角标,,,,,INHERITED_OR_UNSET,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P027,MANUSCRIPT_FORMAT_INSTRUCTION,5,一般为正体，,一般为正体，,,,,,INHERITED_OR_UNSET,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P027,MANUSCRIPT_FORMAT_INSTRUCTION,6,当,当,,,,,INHERITED_OR_UNSET,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P027,MANUSCRIPT_FORMAT_INSTRUCTION,7,角标,角标,,,,,INHERITED_OR_UNSET,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P027,MANUSCRIPT_FORMAT_INSTRUCTION,8,为变量时,为变量时,,,,,INHERITED_OR_UNSET,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P027,MANUSCRIPT_FORMAT_INSTRUCTION,9,也,也,,,,,INHERITED_OR_UNSET,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P027,MANUSCRIPT_FORMAT_INSTRUCTION,10,为,为,,,,,INHERITED_OR_UNSET,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P027,MANUSCRIPT_FORMAT_INSTRUCTION,11,斜体,斜体,,,,,INHERITED_OR_UNSET,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P027,MANUSCRIPT_FORMAT_INSTRUCTION,12,；,；,,,,宋体;SimSun,INHERITED_OR_UNSET,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
