source_id,paragraph_id,visible_text,role,applies_to_current_manuscript,classification_basis,status
HFUT_REF_DOC,P033,[21] 中国国家博物馆[EB/OL].[2025-05-06]. https://www. chnmuseum.cn/.,MANUSCRIPT_SPECIMEN_CONTENT,YES,reference-entry specimen,CLASSIFIED
HFUT_REF_DOC,P034,八 专利：[序号] 专利申请者或所有者（格式要求同期刊）. 专利题名：专利编号[P].公告日期或公开日期.,MANUSCRIPT_FORMAT_INSTRUCTION,YES,reference-format example/instruction,CLASSIFIED
HFUT_REF_DOC,P035, [22]姜锡洲.一种温热外敷药制备方案: 88105607.3[P].1989-07-26.,MANUSCRIPT_FORMAT_INSTRUCTION,YES,reference-format instruction,CLASSIFIED
HFUT_REF_DOC,P036,九 报告：[序号] 作者(格式要求同期刊).报告题名:报告编号[R].出版地：出版者，出版年：引文页码.,MANUSCRIPT_FORMAT_INSTRUCTION,YES,reference-format example/instruction,CLASSIFIED
HFUT_REF_DOC,P037,"[23] U.S. Department of Transportation Federal Highway Administration. Guidelines for handing excavated acid- producing materials: PB 9I-194001[R]. Springfield: U.S. Department of Commerce National Information Service, 1990: 25.",MANUSCRIPT_SPECIMEN_CONTENT,YES,reference-entry specimen,CLASSIFIED
HFUT_REF_DOC,P038,[24] 中国互联网络信息中心.第29次中国互联网络发展状况统计报告[R/OL].2012-01-16. http://www.cnnic.net.cn/NMediaFile/ old_attach/P020120612484958777344.pdf.,MANUSCRIPT_SPECIMEN_CONTENT,YES,reference-entry specimen,CLASSIFIED
HFUT_REF_DOC,P039,十 地图：[序号] 主要责任者.题名.比例尺[CM].版本.出版地:出版者，出版年.尺寸.获取和访问路径.,MANUSCRIPT_FORMAT_INSTRUCTION,YES,reference-format example/instruction,CLASSIFIED
HFUT_REF_DOC,P040,"[25] 胡健民.东南极拉斯曼丘陵地区地质图.1:25 000[CM].北京:科学出版社,2021.128 cm×84 cm.",MANUSCRIPT_SPECIMEN_CONTENT,YES,reference-entry specimen,CLASSIFIED
HFUT_REF_DOC,P041,[26] 国家测绘地理信息局. 一带一路经济走廊及其途经城市分布地势图[CM/OL].http://ydy.china.com.cn/2016-10/27/,MANUSCRIPT_SPECIMEN_CONTENT,YES,reference-entry specimen,CLASSIFIED
HFUT_REF_DOC,P042,content_39582227.htm.,MANUSCRIPT_FORMAT_INSTRUCTION,YES,reference-format instruction,CLASSIFIED
